7.230890000000000000e+05,0.000000000000000000e+00
7.230900000000000000e+05,0.000000000000000000e+00
7.230910000000000000e+05,0.000000000000000000e+00
7.230920000000000000e+05,0.000000000000000000e+00
7.230930000000000000e+05,0.000000000000000000e+00
7.230940000000000000e+05,0.000000000000000000e+00
7.230950000000000000e+05,0.000000000000000000e+00
7.230960000000000000e+05,0.000000000000000000e+00
7.230970000000000000e+05,0.000000000000000000e+00
7.230980000000000000e+05,0.000000000000000000e+00
7.230990000000000000e+05,0.000000000000000000e+00
7.231000000000000000e+05,0.000000000000000000e+00
7.231010000000000000e+05,5.000000000000000000e+00
7.231020000000000000e+05,4.000000000000000000e+00
7.231030000000000000e+05,3.000000000000000000e+00
7.231040000000000000e+05,2.000000000000000000e+00
7.231050000000000000e+05,1.000000000000000000e+00
7.231060000000000000e+05,1.000000000000000000e+00
7.231070000000000000e+05,0.000000000000000000e+00
7.231080000000000000e+05,0.000000000000000000e+00
7.231090000000000000e+05,1.000000000000000000e+01
7.231100000000000000e+05,6.000000000000000000e+00
7.231110000000000000e+05,5.000000000000000000e+00
7.231120000000000000e+05,8.000000000000000000e+00
7.231130000000000000e+05,1.400000000000000000e+01
7.231140000000000000e+05,1.200000000000000000e+01
7.231150000000000000e+05,1.100000000000000000e+01
7.231160000000000000e+05,1.100000000000000000e+01
7.231170000000000000e+05,2.000000000000000000e+00
7.231180000000000000e+05,1.000000000000000000e+00
7.231190000000000000e+05,1.000000000000000000e+00
7.231200000000000000e+05,1.500000000000000000e+01
7.231210000000000000e+05,1.500000000000000000e+01
7.231220000000000000e+05,1.200000000000000000e+01
7.231230000000000000e+05,3.000000000000000000e+00
7.231240000000000000e+05,0.000000000000000000e+00
7.231250000000000000e+05,0.000000000000000000e+00
7.231260000000000000e+05,1.700000000000000000e+01
7.231270000000000000e+05,2.900000000000000000e+01
7.231280000000000000e+05,4.500000000000000000e+01
7.231290000000000000e+05,6.200000000000000000e+01
7.231300000000000000e+05,5.800000000000000000e+01
7.231310000000000000e+05,5.700000000000000000e+01
7.231320000000000000e+05,5.400000000000000000e+01
7.231330000000000000e+05,5.000000000000000000e+01
7.231340000000000000e+05,4.800000000000000000e+01
7.231350000000000000e+05,3.800000000000000000e+01
7.231360000000000000e+05,4.000000000000000000e+01
7.231370000000000000e+05,4.000000000000000000e+01
7.231380000000000000e+05,4.600000000000000000e+01
7.231390000000000000e+05,5.000000000000000000e+01
7.231400000000000000e+05,7.200000000000000000e+01
7.231410000000000000e+05,7.200000000000000000e+01
7.231420000000000000e+05,7.000000000000000000e+01
7.231430000000000000e+05,7.000000000000000000e+01
